Facility Name,Opening Days and Hours,Phone,Latitude,Longitude,Formatted Address,Primary Type,Accessibility Options,Maps URI,Website URI
SONOMED D.O.O. ALENKA SENICA KIRN DR.MED,No data found,,,,,,,,
SP-DENT d.o.o.,Monday: 1:00 – 7:30 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 40 802 532,46.2045211,14.539347,"Glavarjeva cesta 61a, 1218 Komenda, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9587860277656608812,http://www.tdent.si/
SPECIALISTIČNA IZVENBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST MILETA TRIPKOVIČ s.p.,,+386 2 252 24 23,46.5613229,15.655489800000002,"Cafova ulica 4, 2000 Maribor, Slovenia",condominium_complex,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=2987012511803536471,http://uz-ozilja-tripkovic.ambulanta.net/
SPECIALISTIČNA ORTODONTSKA AMBULANTA HROVATIN d.o.o.,Monday: 12:00 – 6:00 PM; Tuesday: 9:00 AM – 1:00 PM; Wednesday: 8:00 AM – 2:30 PM; Thursday: 1:00 – 8:00 PM; Friday: 8:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 1 365 15 40,46.009690899999995,14.415438599999998,"Nova pot 5, 1351 Brezovica pri Ljubljani, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=490976998527350157,http://ortodontska.ambulantahrovatin.si/
SPLOŠNA BOLNIŠNICA BREŽICE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 7 466 81 00,45.9089293,15.5948715,"Černelčeva cesta 15, 8250 Brežice, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=15511242725650242893,https://www.sb-brezice.si/
SPLOŠNA BOLNIŠNICA CELJE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 3 423 30 00,46.23280520000001,15.261440299999999,"Oblakova ulica 5, 3000 Celje, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=16796568531419181287,https://www.sb-celje.si/
SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 5 330 10 00,45.931746499999996,13.6411813,"Ulica padlih borcev 13 A, 5290 Šempeter pri Gorici, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18289142071583190460,http://www.bolnisnica-go.si/
SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,Monday: 3:00 – 4:00 PM; Tuesday: 3:00 – 4:00 PM; Wednesday: 3:00 – 4:00 PM; Thursday: 3:00 – 4:00 PM; Friday: 3:00 – 4:00 PM; Saturday: 3:00 – 4:00 PM; Sunday: 3:00 – 4:00 PM,+386 2 749 14 00,46.426098700000004,15.877098799999997,"Potrčeva cesta 23, 2250 Ptuj, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=9552212346342599270,http://www.sb-ptuj.si/
SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 5 660 60 00,45.5443417,13.6865794,"Polje 40, 6310 Izola, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=15667035140914025094,https://sb-izola.si/
SPLOŠNA BOLNIŠNICA JESENICE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 586 80 00,46.442877499999994,14.036957899999999,"Cesta maršala Tita 112, 4270 Jesenice, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=13535867177963598945,http://www.sb-je.si/
SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 2 512 31 00,46.648696699999995,16.1869834,"Ulica dr. Vrbnjaka 6, 9000 Murska Sobota, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=5228984315575172432,http://www.sb-ms.si/
SPLOŠNA BOLNIŠNICA NOVO MESTO,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 7 391 61 00,45.8002615,15.1636164,"Šmihelska cesta 1, 8000 Novo mesto, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8556753295447623671,https://www.sb-nm.si/
SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,Monday: 9:00 AM – 3:00 PM; Tuesday: 11:00 AM – 5:00 PM; Wednesday: 9:00 AM – 3:00 PM; Thursday: 11:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 2 882 34 00,46.5083005,15.0814265,"Gosposvetska cesta 3, 2380 Slovenj Gradec, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=5292142994817522594,https://www.sb-sg.si/
SPLOŠNA BOLNIŠNICA TRBOVLJE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 3 565 25 00,46.1539857,15.047091,"Rudarska cesta 9, 1420 Trbovlje, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=1147595496250847899,http://www.sb-trbovlje.si/
STARDENT D.O.O.,,+386 4 510 65 70,46.047317799999995,14.1110963,"Trg svobode, 4226 Žiri, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14974950379272602973,http://www.stardent.si/index.php?option=com_content&view=article&id=53&Itemid=56
STIPES d.o.o.,,+386 2 843 31 31,46.3885739,15.5734043,"Ulica Borisa Winterja 10, 2310 Slovenska Bistrica, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11264605469097096020,
STRAŽIŠAR RADIĆ TANJA - PRIVATNA ZOBNA ORDINACIJA,Monday: 12:00 – 6:30 PM; Tuesday: 8:00 AM – 2:30 PM; Wednesday: 8:00 AM – 2:30 PM; Thursday: 8:00 AM – 2:30 PM; Friday: 8:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 4 583 13 10,46.4400008,14.0446119,"Cesta maršala Tita 78, 4270 Jesenice, Slovenia",dental_clinic,wheelchairAccessibleParking,https://maps.google.com/?cid=16443898039765701417,https://www.tsrzobozdravstvo.si/
STRLIČ IRIS - ZOBOZDRAVSTVENA ORDINACIJA,,+386 1 724 52 99,46.1395464,14.5964644,"Mestni trg 2, 1230 Domžale, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14733934470042952046,
STRNIŠA ZORAN - DOKTOR STOMATOLOGIJE,,+386 3 582 24 57,46.2323652,15.259742,"Ljubljanska c. 14, 3000 Celje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10050797259164925667,
STU-DENT d.o.o.,Monday: 12:30 – 7:15 PM; Tuesday: 7:00 AM – 1:30 PM; Wednesday: 12:30 – 7:00 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:15 AM – 12:45 PM; Saturday: Closed; Sunday: Closed,+386 41 316 462,46.050444399999996,14.460297899999999,"stavba C, Tehnološki park 20, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10809513494464160549,http://www.stu-dent.si/
STUDIO ORALNEGA ZDRAVJA DRUŽBA ZA STORITVE IN SVETOVANJE D.O.O.,Monday: 12:30 – 7:00 PM; Tuesday: 1:00 – 7:30 PM; Wednesday: 7:30 AM – 2:00 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 70 323 111,46.5581679,15.635991400000002,"Lavričeva ul. 1, 2000 Maribor, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10690781659758374886,https://www.studiooralnegazdravja.si/
STUDIO d.o.o.,,+386 1 256 33 29,46.0376432,14.4787611,"Tbilisijska ulica 59, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking,https://maps.google.com/?cid=2700504927329546361,http://www.okc.si/
SUPEREGO d.o.o.,,+386 1 522 24 70,46.054989899999995,14.518987,"Njegoševa cesta, 1000 Ljubljana, Slovenia",point_of_interest,wheelchairAccessibleParking,https://maps.google.com/?cid=4731501848731795679,http://www.superego.si/
Sanabilis d.o.o.,Monday: 11:00 AM – 7:00 PM; Tuesday: 8:00 AM – 6:20 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:20 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,+386 2 235 21 50,46.557942499999996,15.6502725,"Ulica heroja Bračiča 6, 2000 Maribor, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18271640209716515167,https://sanabilis.si/35-predstavitev
Sanja Lucija Pečnik - Zobozdravniška ordinacija,,+386 1 565 14 25,46.0777473,14.5119782,"Dunajska c. 129, 1000 Ljubljana, Slovenia",dental_clinic,,https://maps.google.com/?cid=4422698062893460226,https://www.ezobozdravnik.si/seznam-zobozdravnikov/dr-sanja-lucija-pecnik-zobozdravniska-ordinacija/
Sanja Slade - Zasebna zobna ambulanta,Monday: 12:45 – 7:15 PM; Tuesday: 7:30 AM – 2:00 PM; Wednesday: 12:45 – 7:15 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 320 13 40,46.554466399999995,15.636795800000002,"Valvasorjeva ulica 38, 2000 Maribor, Slovenia",dental_clinic,,https://maps.google.com/?cid=7535781069581494080,
Sanlorem Sandra Jockovič,,+386 41 345 100,46.2316303,15.264313099999999,"Miklošičeva ulica, 3000 Celje, Slovenia",physiotherapist,wheelchairAccessibleRestroom,https://maps.google.com/?cid=7920366085181169640,
Sava Turizem d.d. – PE Terme 3000,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 2 512 22 00,46.6815031,16.2222206,"Kranjčeva ulica 12, 9226 Moravske Toplice, Slovenia",resort_hotel,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10311090371744468363,https://www.sava-hotels-resorts.com/de/terme-3000-moravske-toplice/thermalpark
Sava Turizem d.d. – PE Terme Ptuj,Monday: 7:00 AM – 3:00 PM; Tuesday: 7:00 AM – 3:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 7:00 AM – 3:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 2 749 45 00,46.421683699999996,15.856074999999997,"Pot v Toplice 9, 2251 Ptuj, Slovenia",hotel,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=11752473938294306586,
Sava Turizem d.d. – PE Zdravilišče Radenci,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 2 520 27 22,46.642711299999995,16.046079799999998,"Zdraviliško naselje 12, 9252 Radenci, Slovenia",resort_hotel,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=5153141927910714929,https://www.sava-hotels-resorts.com/en/zdravilisce-radenci/
Sirius zasebna fizioterapija,,+386 2 629 53 22,46.512729,15.690896400000002,"Ptujska cesta 17, 2204 Miklavž na Dravskem polju, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9283862104706612472,http://www.fizio-sirius.com/?id=5
Slavec Tomaž - specialist oralne kirurgije,Monday: 7:00 AM – 6:00 PM; Tuesday: 7:00 AM – 2:30 PM; Wednesday: 7:00 AM – 6:00 PM; Thursday: 7:00 AM – 2:30 PM; Friday: 7:00 – 11:30 AM; Saturday: Closed; Sunday: Closed,+386 4 270 90 00,46.261148,14.296488,"Videmce 10, 4201 Zgornja Besnica, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15815990359279928627,http://www.zob-slavec.si/
Spec.ord. za maksilofacialno in oralno kirurgijo Borut Sotošek dr.dent.med.,Monday: 8:00 AM – 3:00 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: 8:00 AM – 3:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 1 423 10 23,46.037004599999996,14.479520100000002,"Tbilisijska ulica 57b, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=528274848143136121,http://www.mdc.si/kontakt
Specialistična pediatrična ordinacija Dora Jeler dr.med.,,+386 40 500 400,46.043276399999996,14.5049589,"Eipprova ulica 3, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleEntrance,https://maps.google.com/?cid=3219807201773829117,http://pediater-pulmolog.com/
Srce in ožilje d.o.o.,Monday: 8:00 AM – 2:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 2:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 2 252 12 54,46.5618778,15.647074300000002,"Krekova ulica 5, 2000 Maribor, Slovenia",doctor,wheelchairAccessibleEntrance,https://maps.google.com/?cid=11896163131459864328,https://ambulanta-gulic.si/
Srednja šola za farmacijo kozmetiko in zdravstvo  Zobna ambulanta,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,+386 1 300 72 40,46.0472987,14.5159446,"Zdravstvena pot 1, 1000 Ljubljana, Slovenia",secondary_school,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10267645933791405585,http://www.ssfkz.si/
Staša Melink dr. dent.med. spec. - Zasebna ortodontska ord,,+386 4 531 22 52,46.34700840000001,14.1720735,"Kopališka cesta 7, 4240 Radovljica, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15923668276294434946,http://www.ortodontinja.si/
Staša Melink dr. dent.med. spec. - program Jesenice,,+386 4 531 22 52,46.34700840000001,14.1720735,"Kopališka cesta 7, 4240 Radovljica, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15923668276294434946,http://www.ortodontinja.si/
Stil d.o.o. Postojna,,+386 5 726 10 33,45.7681407,14.214417699999998,"Rožna ulica 1a, 6230 Postojna, Slovenia",store,wheelchairAccessibleParking,https://maps.google.com/?cid=6390350527866695163,
Stomatologica d.o.o.,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,+386 41 331 199,46.0339479,14.483390399999998,"Koprska ulica 94a, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=17898255091598562733,
Stomatološka ordinacija-Martin Luka Malinger dr.stom.,Monday: 1:00 – 7:30 PM; Tuesday: 7:00 AM – 1:30 PM; Wednesday: 7:00 AM – 1:30 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 40 559 959,46.240364,15.2532444,"Lava 7, 3000 Celje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=1634301374523025260,
Strosar Rozman Gabrijela - Zobna ambulanta za odrasle,,+386 1 723 81 72,46.1620432,14.571072299999999,"Zoranina ulica 3, 1234 Mengeš, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7778616610157049810,
Svetovalni center za otroke mladostnike in starše Ljubljana,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 1 583 75 00,46.0761962,14.478462499999997,"Gotska ulica 18, 1000 Ljubljana, Slovenia",health,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5647943951736772534,https://www.scoms-lj.si/
Svetovanje dr. Kuhar d.o.o.,,+386 31 357 873,45.9675225,14.297013499999998,"Trgovski center, 1360, Vrhnika, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=9174598500988576732,
SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,Monday: 6:00 AM – 7:00 PM; Tuesday: 6:00 AM – 7:00 PM; Wednesday: 6:00 AM – 7:00 PM; Thursday: 6:00 AM – 7:00 PM; Friday: 6:00 AM – 7:00 PM; Saturday: 7:00 AM – 1:00 PM; Sunday: Closed,+386 1 330 51 01,46.0573136,14.5012254,"Celovška cesta 4, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14777915965992298843,http://www.zzd.si/
T DENT d.o.o.,Monday: 1:00 – 7:30 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 40 802 532,46.2045211,14.539347,"Glavarjeva cesta 61a, 1218 Komenda, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9587860277656608812,http://www.tdent.si/
TANJA NEDELJKOVIĆ DR.DENT.MED. ZASEBNA ZOBNA ORDINACIJA,Monday: 2:15 – 7:30 PM; Tuesday: 7:00 AM – 12:15 PM; Wednesday: 7:00 AM – 12:15 PM; Thursday: 2:15 – 7:30 PM; Friday: 7:00 AM – 12:15 PM; Saturday: Closed; Sunday: Closed,+386 5 368 00 81,45.8867988,13.903428000000002,"Tovarniška cesta 2b, 5270 Ajdovščina, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18048604947029664907,http://zdravniki-zobozdravniki.net/Clan/Tanja-NEDELJKOVIC-1128
TATALOVIČ zobozdravstvo d.o.o.,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 7 492 20 12,45.951273799999996,15.486740999999999,"Cesta krških žrtev 112, 8270 Krško, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18340728017997764481,http://www.tatalovic.si/
