Procedure Code,Procedure Name,Facility,Category,Waiting Days
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. BOŽIDARJA LAVRIČA - CERKNICA,fast,1688
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,fast,1718
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. JULIJA POLCA KAMNIK,fast,1718
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM SEVNICA - zobozdravstvo,fast,1749
1032P,Ortodontski pregled - prvi,Zdravstveni dom dr. Franca Ambrožiča Postojna - Zobozdravstvo,fast,1810
1032P,Ortodontski pregled - prvi,BELI MEDVED D.O.O.-ortodontija,fast,1810
1032P,Ortodontski pregled - prvi,SPECIALISTIČNA ORTODONTSKA AMBULANTA HROVATIN d.o.o.,fast,1810
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LOGATEC,fast,1810
1032P,Ortodontski pregled - prvi,SANIDENT d.o.o. – ortodontija,fast,1810
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI ZAVOD ORTODONTIJA VALANT,fast,1810
1032P,Ortodontski pregled - prvi,"ORTODONTIJA , ZOBOZDRAVSTVO VRBIC d.o.o.",fast,1841
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,fast,1841
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM ORMOŽ,fast,1841
1032P,Ortodontski pregled - prvi,Zdravstveni dom Ivančna Gorica - zobozdravstvo,fast,1841
1032P,Ortodontski pregled - prvi,Zdravstveni dom Radlje ob Dravi - zobozdravstvo,fast,1841
1032P,Ortodontski pregled - prvi,"E.A.T. d.o.o. - prof.dr.Martina Drevenšek, dr.dent.med.,spec.",fast,1862
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUTOMER,fast,1869
1032P,Ortodontski pregled - prvi,E.A.T. d.o.o. 2,fast,1869
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,fast,1869
1032P,Ortodontski pregled - prvi,ELIZABETA ZALETEL - ZOBOZDRAVSTVENA DEJAVNOST - ČELJUSTNA IN ZOBNA ORTOPEDIJA IN SPLOŠNO ZOBOZDRAVST,fast,1869
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM SLOVENSKE KONJICE - Zobozdravstvo,fast,1869
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - CENTER,fast,1881
1032P,Ortodontski pregled - prvi,Zdravstveni dom Lenart,fast,1900
1032P,Ortodontski pregled - prvi,"Zobozdravstvo Košorok, Tomaž Košorok s.p.",fast,1900
1032P,Ortodontski pregled - prvi,"HEON d.o.o., Stanka Herman, dr.dent.med., specialist čeljustne in zobne ortopedije",fast,1930
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. JANEZA ORAŽMA RIBNICA,fast,1961
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM PTUJ,fast,1991
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. JOŽETA POTRATE ŽALEC,fast,2022
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM VELENJE,fast,2053
1032P,Ortodontski pregled - prvi,ORTO specialisticna zobna ambulanta d.o.o.,fast,2083
1032P,Ortodontski pregled - prvi,Zdravstveni dom Domžale - zobozdravstvo,fast,2114
1032P,Ortodontski pregled - prvi,MEDIACOM Kranj d.o.o.,fast,2206
1032P,Ortodontski pregled - prvi,ZGORNJESAVINJSKI ZDRAVSTVENI DOM NAZARJE,fast,2226
1032P,Ortodontski pregled - prvi,"Zdravstvene storitve, Jure Volk s.p.",fast,2231
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,2387
1032P,Ortodontski pregled - prvi,Orthas d.o.o.,fast,3361
1032P,Ortodontski pregled - prvi,"HEON d.o.o., Stanka Herman, dr.dent.med., specialist čeljustne in zobne ortopedije",veryFast,0
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM GORNJA RADGONA,veryFast,0
1032P,Ortodontski pregled - prvi,"ORTODONTIJA , ZOBOZDRAVSTVO VRBIC d.o.o.",veryFast,0
1032P,Ortodontski pregled - prvi,Dentalni center dr. Lah Kravanja d.o.o.-Ortodontija Bovec,veryFast,0
1032P,Ortodontski pregled - prvi,ORTHOS zavod za ortodontijo in maksilofacialno ortopedijo,veryFast,0
1032P,Ortodontski pregled - prvi,MEDIACOM Kranj d.o.o.,veryFast,0
1032P,Ortodontski pregled - prvi,"Zobozdravstvo Košorok, Tomaž Košorok s.p.",veryFast,0
1032P,Ortodontski pregled - prvi,ORTOESTETIK d.o.o.,veryFast,0
1032P,Ortodontski pregled - prvi,ORTODONT KOPER,veryFast,0
1032P,Ortodontski pregled - prvi,Orthas d.o.o.,veryFast,0
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LITIJA - Zobozdravstvo,veryFast,0
1032P,Ortodontski pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ - zobna,veryFast,0
1032P,Ortodontski pregled - prvi,Zdravstveni dom dr. Franca Ambrožiča Postojna - Zobozdravstvo,veryFast,0
1032P,Ortodontski pregled - prvi,Zdravstveni dom Lenart,veryFast,0
1032P,Ortodontski pregled - prvi,"Dr.Pavšič d.o.o., PE Škofja Loka",veryFast,0
1032P,Ortodontski pregled - prvi,ZoboEstetika d.o.o.,veryFast,0
1032P,Ortodontski pregled - prvi,Čigon Anamarija - stomatološka ordinacija,veryFast,0
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM ZOBOZDRAVSTVENO VARSTVO NOVA GORICA,veryFast,0
1032P,Ortodontski pregled - prvi,Lukana d.o.o.,veryFast,0
1032P,Ortodontski pregled - prvi,Zdravstveni dom Kočevje - ortodontija,veryFast,0
1032P,Ortodontski pregled - prvi,Zdravstveni dom Radlje ob Dravi - zobozdravstvo,veryFast,0
1032P,Ortodontski pregled - prvi,Zdravstveni dom Ivančna Gorica - zobozdravstvo,veryFast,0
1032P,Ortodontski pregled - prvi,Dentalni center dr. Lah Kravanja d.o.o.-Ortodontija Tolmin,veryFast,0
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM ČRNOMELJ-zobozdravstvo,veryFast,0
1032P,Ortodontski pregled - prvi,ELIZABETA ZALETEL - ZOBOZDRAVSTVENA DEJAVNOST - ČELJUSTNA IN ZOBNA ORTOPEDIJA IN SPLOŠNO ZOBOZDRAVST,veryFast,0
1032P,Ortodontski pregled - prvi,"Zasebna spec. amb. za zobno in celj. Ortopedijo Tadeja Kramaric-Cizmazija, dr.dent.med., spec.",veryFast,15
1032P,Ortodontski pregled - prvi,UKC LJUBLJANA - STOMATOLOŠKA KLINIKA,veryFast,15
1032P,Ortodontski pregled - prvi,ORTO specialisticna zobna ambulanta d.o.o.,veryFast,15
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,veryFast,29
1032P,Ortodontski pregled - prvi,SPECIALISTIČNA ORTODONTSKA AMBULANTA HROVATIN d.o.o.,veryFast,29
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - BEŽIGRAD,veryFast,43
1032P,Ortodontski pregled - prvi,"GOTAMA, d.o.o.-Dejan Pirtovšek, dr.dent.med., spec.čelj. In zobne ortopedije",veryFast,43
1032P,Ortodontski pregled - prvi,"ZOBOZDRAVSTVO TURK, ORTODONTSKA IN ZOBOZDRAVSTVENA ORDINACIJA, D.O.O.",veryFast,74
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,veryFast,74
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM PTUJ,veryFast,88
1032P,Ortodontski pregled - prvi,MG ORTODONT d.o.o.,veryFast,88
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LENDAVA - EGESZSEGHAZ LENDVA,veryFast,88
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LOGATEC,veryFast,88
1032P,Ortodontski pregled - prvi,Zasebni zdravstveni zavod ORTHODONTIO,veryFast,104
1032P,Ortodontski pregled - prvi,Ortodontija Malinger d.o.o.,veryFast,118
1032P,Ortodontski pregled - prvi,SANIDENT d.o.o. – ortodontija,veryFast,135
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. BOŽIDARJA LAVRIČA - CERKNICA,veryFast,135
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM GROSUPLJE,veryFast,227
1032P,Ortodontski pregled - prvi,Zdravstveni dom Domžale - zobozdravstvo,veryFast,227
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. JULIJA POLCA KAMNIK,veryFast,227
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM AJDOVŠČINA,veryFast,318
1032P,Ortodontski pregled - prvi,Zasebna ordinacija za zobno in čeljustno ortopedijo Irena Pišljar Božič,veryFast,349
1032P,Ortodontski pregled - prvi,ECOOP d.o.o.,veryFast,349
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM SLOVENSKE KONJICE - Zobozdravstvo,veryFast,349
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,349
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM SEVNICA - zobozdravstvo,veryFast,380
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM VELENJE,veryFast,592
1032P,Ortodontski pregled - prvi,Obrez Oblak Karin - Zobna in celjustna ortopedija,veryFast,622
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. JOŽETA POTRATE ŽALEC,veryFast,653
1032P,Ortodontski pregled - prvi,"GO ORTO d.o.o. - Jure Klaj, specialist čeljustne in zobne ortopedije",veryFast,662
1032P,Ortodontski pregled - prvi,"E.A.T. d.o.o. - prof.dr.Martina Drevenšek, dr.dent.med.,spec.",veryFast,735
1032P,Ortodontski pregled - prvi,"ZZ ARSMED-ORTODONTIJA SEŽANA - Tanja Lah Kržin, dr.dent.med., spec.",veryFast,748
1032P,Ortodontski pregled - prvi,BELI MEDVED D.O.O.-ortodontija,veryFast,895
1032P,Ortodontski pregled - prvi,"Zdravstvene storitve, Jure Volk s.p.",veryFast,978
1032P,Ortodontski pregled - prvi,ZGORNJESAVINJSKI ZDRAVSTVENI DOM NAZARJE,veryFast,1229
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - CENTER,veryFast,1230
1032P,Ortodontski pregled - prvi,"Staša Melink, dr. dent.med., spec. - Zasebna ortodontska ord",veryFast,1231
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,veryFast,1445
1032P,Ortodontski pregled - prvi,E.A.T. d.o.o. 2,veryFast,1470
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM DR. JANEZA ORAŽMA RIBNICA,veryFast,1596
1032P,Ortodontski pregled - prvi,ZDRAVSTVENI DOM LJUTOMER,veryFast,1779
1033P,Ortopedski pregled - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,regular,5
1033P,Ortopedski pregled - prvi,"Zasebna ortopedska ambulanta Saša Kosovinc, dr.med.",regular,12
1033P,Ortopedski pregled - prvi,"ARTROS, D.O.O.",regular,15
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,regular,15
1033P,Ortopedski pregled - prvi,ORTOPEDSKA BOLNIŠNICA VALDOLTRA OSPEDALE ORTOPEDICO VALDOLTRA,regular,43
1033P,Ortopedski pregled - prvi,Ultramedica d.o.o.,regular,54
1033P,Ortopedski pregled - prvi,MD Medicina d.o.o.,regular,55
1033P,Ortopedski pregled - prvi,ZDRAVSTVENI DOM ILIRSKA BISTRICA,regular,57
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM TRŽIČ,regular,57
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,regular,57
1033P,Ortopedski pregled - prvi,Orto-ped d.o.o.,regular,67
1033P,Ortopedski pregled - prvi,ZDRAVSTVENI DOM TOLMIN,regular,69
1033P,Ortopedski pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",regular,77
1033P,Ortopedski pregled - prvi,"ORTOBOR, ORTOPEDSKA DEJAVNOST, D.O.O.",regular,84
1033P,Ortopedski pregled - prvi,Terme Zreče,regular,103
1033P,Ortopedski pregled - prvi,Kirurški sanatorij Rožna dolina d.o.o.,regular,104
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,124
1033P,Ortopedski pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,regular,127
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ,regular,135
1033P,Ortopedski pregled - prvi,UKC LJUBLJANA - ORTOPEDSKA KLINIKA,regular,135
1033P,Ortopedski pregled - prvi,MEDIVITA D.O.O.,regular,139
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM  BLED,regular,149
1033P,Ortopedski pregled - prvi,"Ortopedska ambulanta Sašo Tonejc, dr.med.",regular,149
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,149
1033P,Ortopedski pregled - prvi,KIRURGIJA BITENC,regular,165
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,regular,196
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,257
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,257
1033P,Ortopedski pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,318
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,380
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,regular,408
1033P,Ortopedski pregled - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,fast,5
1033P,Ortopedski pregled - prvi,"Zasebna ortopedska ambulanta Saša Kosovinc, dr.med.",fast,12
1033P,Ortopedski pregled - prvi,"ARTROS, D.O.O.",fast,15
1033P,Ortopedski pregled - prvi,Ultramedica d.o.o.,fast,20
1033P,Ortopedski pregled - prvi,Orto-ped d.o.o.,fast,21
1033P,Ortopedski pregled - prvi,ORTOPEDSKA BOLNIŠNICA VALDOLTRA OSPEDALE ORTOPEDICO VALDOLTRA,fast,43
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,fast,43
1033P,Ortopedski pregled - prvi,ZDRAVSTVENI DOM ILIRSKA BISTRICA,fast,43
1033P,Ortopedski pregled - prvi,MD Medicina d.o.o.,fast,49
1033P,Ortopedski pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,fast,57
1033P,Ortopedski pregled - prvi,ZDRAVSTVENI DOM TOLMIN,fast,69
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ,fast,74
1033P,Ortopedski pregled - prvi,UKC LJUBLJANA - ORTOPEDSKA KLINIKA,fast,74
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,74
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,fast,74
1033P,Ortopedski pregled - prvi,KIRURGIJA BITENC,fast,74
1033P,Ortopedski pregled - prvi,"Ortopedska ambulanta Sašo Tonejc, dr.med.",fast,74
1033P,Ortopedski pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",fast,75
1033P,Ortopedski pregled - prvi,"ORTOBOR, ORTOPEDSKA DEJAVNOST, D.O.O.",fast,76
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM TRŽIČ,fast,88
1033P,Ortopedski pregled - prvi,Terme Zreče,fast,93
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM  BLED,fast,104
1033P,Ortopedski pregled - prvi,Kirurški sanatorij Rožna dolina d.o.o.,fast,104
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,118
1033P,Ortopedski pregled - prvi,MEDIVITA D.O.O.,fast,125
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,fast,165
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,196
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,196
1033P,Ortopedski pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,288
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,349
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,fast,380
1033P,Ortopedski pregled - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,veryFast,5
1033P,Ortopedski pregled - prvi,Ultramedica d.o.o.,veryFast,6
1033P,Ortopedski pregled - prvi,"Zasebna ortopedska ambulanta Saša Kosovinc, dr.med.",veryFast,12
1033P,Ortopedski pregled - prvi,Orto-ped d.o.o.,veryFast,13
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,15
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,15
1033P,Ortopedski pregled - prvi,"ARTROS, D.O.O.",veryFast,15
1033P,Ortopedski pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,veryFast,21
1033P,Ortopedski pregled - prvi,"Ortopedska ambulanta Sašo Tonejc, dr.med.",veryFast,29
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM TRŽIČ,veryFast,29
1033P,Ortopedski pregled - prvi,ZDRAVSTVENI DOM ILIRSKA BISTRICA,veryFast,29
1033P,Ortopedski pregled - prvi,UKC LJUBLJANA - ORTOPEDSKA KLINIKA,veryFast,29
1033P,Ortopedski pregled - prvi,MD Medicina d.o.o.,veryFast,39
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ,veryFast,43
1033P,Ortopedski pregled - prvi,OZG ZDRAVSTVENI DOM  BLED,veryFast,43
1033P,Ortopedski pregled - prvi,ORTOPEDSKA BOLNIŠNICA VALDOLTRA OSPEDALE ORTOPEDICO VALDOLTRA,veryFast,43
1033P,Ortopedski pregled - prvi,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",veryFast,46
1033P,Ortopedski pregled - prvi,"ORTOBOR, ORTOPEDSKA DEJAVNOST, D.O.O.",veryFast,54
1033P,Ortopedski pregled - prvi,KIRURGIJA BITENC,veryFast,57
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,57
1033P,Ortopedski pregled - prvi,ZDRAVSTVENI DOM TOLMIN,veryFast,62
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,62
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,74
1033P,Ortopedski pregled - prvi,Terme Zreče,veryFast,93
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,104
1033P,Ortopedski pregled - prvi,Kirurški sanatorij Rožna dolina d.o.o.,veryFast,104
1033P,Ortopedski pregled - prvi,MEDIVITA D.O.O.,veryFast,111
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,165
1033P,Ortopedski pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,227
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,257
1033P,Ortopedski pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,257
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,regular,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni dom Domžale - zobozdravstvo,regular,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni dom Jesenice – zobna,regular,6
1034P,Zobozdravstveni otroški specialistični pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ - zobna,regular,15
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM TOLMIN,regular,29
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZD LAŠKO,regular,29
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,regular,32
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM CELJE – Zobozdravstvena dejavnost,regular,63
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM ZOBOZDRAVSTVENO VARSTVO NOVA GORICA,regular,69
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM PTUJ,regular,88
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni zavod Zobovilka Koper,regular,88
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - MOSTE - POLJE,regular,110
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Ferdent d.o.o.,regular,118
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,regular,118
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM NOVO MESTO,regular,135
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM DRAVOGRAD,regular,144
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM VELENJE,regular,158
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,regular,227
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM BREŽICE,regular,288
1034P,Zobozdravstveni otroški specialistični pregled - prvi,UKC LJUBLJANA - STOMATOLOŠKA KLINIKA,regular,288
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,fast,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni dom Domžale - zobozdravstvo,fast,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,OZG ZDRAVSTVENI DOM KRANJ - zobna,fast,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni dom Jesenice – zobna,fast,6
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZD LAŠKO,fast,15
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM NOVO MESTO,fast,29
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM TOLMIN,fast,29
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM VELENJE,fast,32
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - MOSTE - POLJE,fast,56
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM PTUJ,fast,57
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM CELJE – Zobozdravstvena dejavnost,fast,63
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM ZOBOZDRAVSTVENO VARSTVO NOVA GORICA,fast,69
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Ferdent d.o.o.,fast,69
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM DRAVOGRAD,fast,74
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni zavod Zobovilka Koper,fast,74
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,fast,74
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,88
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,fast,116
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM BREŽICE,fast,165
1034P,Zobozdravstveni otroški specialistični pregled - prvi,UKC LJUBLJANA - STOMATOLOŠKA KLINIKA,fast,227
1034P,Zobozdravstveni otroški specialistični pregled - prvi,Zdravstveni zavod Zobovilka Koper,veryFast,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM NOVO MESTO,veryFast,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZD LAŠKO,veryFast,0
1034P,Zobozdravstveni otroški specialistični pregled - prvi,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,veryFast,0
